일시,지점명,평균습도(%rh),최저습도(%rh)
20201115,수원,85.8,59.0
20201116,수원,77.9,50.0
20201117,수원,70.0,56.0
20201118,수원,91.3,78.0
20201119,수원,90.4,81.0
20201120,수원,79.1,70.0
20201121,수원,72.3,53.0
20201122,수원,82.4,69.0
20201123,수원,64.5,41.0
20201124,수원,58.9,33.0
20201125,수원,70.9,43.0
20201126,수원,72.6,42.0
20201127,수원,65.6,51.0
20201128,수원,56.1,32.0
20201129,수원,73.6,53.0
20201130,수원,67.4,37.0
20201201,수원,48.9,21.0
20201202,수원,44.1,21.0
20201203,수원,50.5,34.0
20201204,수원,60.9,29.0
20201205,수원,73.9,56.0
20201206,수원,78.6,54.0
20201207,수원,63.8,40.0
20201208,수원,58.4,26.0
20201209,수원,63.6,35.0
20201210,수원,70.9,57.0
20201211,수원,82.1,51.0
20201212,수원,56.4,31.0
20201213,수원,76.6,54.0
20201214,수원,50.3,30.0
20201215,수원,44.6,30.0
20201216,수원,43.6,28.0
20201217,수원,56.0,27.0
20201218,수원,65.8,42.0
20201219,수원,47.4,26.0
20201220,수원,59.0,33.0
20201221,수원,73.1,48.0
20201222,수원,75.9,51.0
20201223,수원,84.1,65.0
20201224,수원,70.9,45.0
20201225,수원,63.8,38.0
20201226,수원,74.0,47.0
20201227,수원,73.1,54.0
20201228,수원,81.3,48.0
20201229,수원,82.3,53.0
20201230,수원,56.8,44.0
20201231,수원,65.8,45.0
20210101,수원,83.3,64.0
20210102,수원,47.8,31.0
20210103,수원,57.1,34.0
20210104,수원,68.0,42.0
20210105,수원,56.9,30.0
20210106,수원,61.8,24.0
20210107,수원,54.3,38.0
20210108,수원,51.5,42.0
20210109,수원,60.1,39.0
20210110,수원,68.0,41.0
20210111,수원,77.5,57.0
20210112,수원,88.1,69.0
20210113,수원,87.8,64.0
20210114,수원,54.0,29.0
20210115,수원,74.3,53.0
20210116,수원,67.9,44.0
20210117,수원,65.4,33.0
20210118,수원,75.5,38.0
20210119,수원,52.1,29.0
20210120,수원,46.6,24.0
20210121,수원,73.9,45.0
20210122,수원,97.3,91.0
20210123,수원,71.9,55.0
20210124,수원,67.8,47.0
20210125,수원,70.6,40.0
20210126,수원,92.3,77.0
20210127,수원,60.5,24.0
20210128,수원,61.9,37.0
20210129,수원,49.3,32.0
20210130,수원,68.9,44.0
20210131,수원,70.5,35.0
20210201,수원,89.0,59.0
